"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"314","science","NASA shares pic of blizzard of stars, likens it to snowstorm","Referring to the upcoming Christmas holidays, NASA has shared a photo saying ""It's beginning to look a lot like the holiday season in this NASA Hubble Space Telescope image of a blizzard of stars, which resembles a swirling snowstorm in a snow globe."" In the image, Sun-like stars appear yellow, while red dots show stars in their life's final stages.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13dec/inshorts_image_1513148137255_232.jpg?resize=400px:*","https://phys.org/news/2017-12-hubble-celestial-globe.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"315","science","Argentine scientist sued over cyanide poisoning of glaciers","Argentine glaciologist Ricardo Villalba is being sued by activists for allegedly favouring a company involved in cyanide spilling around mining-prohibited glaciers. The lawsuit also targets three former environment ministers for ""abuse of authority"" and failing to protect water sources. Villalba expressed sympathy over the pollution, but said the case should have targeted the mining company.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513072386712_569.jpg?resize=400px:*","http://www.sciencemag.org/news/2017/12/argentine-scientist-indicted-over-design-glacier-inventory?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"316","science","Study rules out ancient black holes as source of dark matter","While recent gravitational wave discoveries resulting from black hole mergers have suggested ancient black holes as the source of almost all dark matter in the Universe, a recent US-based study has ruled them out as a source. Researchers claimed with 95% certainty that black holes in the detection range of LIGO could not have resulted in dark matter formation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13dec/inshorts_image_1513165455268_800.jpg?resize=400px:*","https://www.forbes.com/sites/startswithabang/2017/12/12/dark-matter-winners-and-losers-in-the-aftermath-of-ligo/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#7795be978ec3 ","bqc1ibnn-1"
"317","science","Up to 1,00,000 organisms live on every grain of sand: Study","As many as 10,000 to 1,00,000 microorganisms live on every grain of sand, a Germany-based study has revealed. Researchers said the bacteria do not colonise the sand grains uniformly and live in cracks and depressions of the grain, which saves them from flowing water and predators who comb the grains' surface in search of food.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14dec/inshorts_image_1513233354027_365.jpg?resize=400px:*","https://phys.org/news/2017-12-grain-sand-metropolis-bacteria.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"318","science","60-year-old space theory confirmed by student satellite","A satellite developed by students at the University of Colorado Boulder has made the ""first direct detection"" of energetic electrons near the inner edge of Earth's radiation belt. The Van Allen radiation belts, discovered in 1958, have been theorised to interact with cosmic rays from exploding stars and create the potentially damaging electrons.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14dec/inshorts_image_1513250899697_176.jpg?resize=400px:*","https://phys.org/news/2017-12-major-space-mystery-student-satellite.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"319","science","Arctic sea ice melting at fastest pace in 1,500 years: Study","A US government report has revealed that Arctic seawater is warming and sea ice is melting at the fastest pace in 1,500 years. The annual report by National Oceanic and Atmospheric Administration showed the far northern region is warming twice as fast as the rest of the globe. However, other measurements showed slightly less warming than the record hot 2016.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13dec/inshorts_image_1513163391610_617.jpg?resize=400px:*","https://www.theguardian.com/environment/2017/dec/12/arctic-permafrost-sea-ice-thaw-climate-change-report?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"320","science","3 space station astronauts return to Earth after 139 days","After spending 139 days aboard the International Space Station (ISS), the 53rd set of crew members, NASA's Randy Bresnik, ESA's Paolo Nespoli, and Roscosmos' Sergey Ryazanskiy have landed in Kazakhstan. Completing two ISS missions, Bresnik and Ryazanskiy have now totalled 150 and 306 days respectively in space, while Nespoli has logged 313 days in space on his three flights.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14dec/inshorts_image_1513250078240_612.jpg?resize=400px:*","https://blogs.nasa.gov/spacestation/2017/12/14/touchdown-veteran-space-travelers-back-on-earth/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"321","science","Ticks fed on dinosaur blood: 99-mn-year-old fossil reveals","The fossil of a tick with a feather preserved in a 99-million-year-old amber specimen has led researchers to believe that the parasites fed on the blood of feathered dinosaurs. Researchers noted the discovery reminded of the mosquito-in-amber premise of Jurassic Park, but all attempts to extract DNA from amber specimens have been unsuccessful due to the molecule's short life.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13dec/inshorts_image_1513137044450_790.jpg?resize=400px:*","https://phys.org/news/2017-12-dinosaur-parasites-million-year-old-amber-blood-sucking.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"322","science","NASA image reveals elements contained in exploding star","A new image from NASA's Chandra X-ray Observatory shows elements in stellar remnants of a supernova with different colours: silicon (red), sulphur (yellow), calcium (green) and iron (purple). The blast wave from the explosion is seen as the blue outer ring. Each of these elements produces X-rays within narrow energy ranges, allowing maps of their location to be created.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13dec/inshorts_image_1513165205834_520.jpg?resize=400px:*","https://phys.org/news/2017-12-chandra-reveals-elementary-nature-cassiopeia.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bqc1ibnn-1"
"323","science","World's biggest floating solar plant goes online in China","China-based firm Three Gorges Group has started producing power from part of a 150-megawatt floating solar plant in east China, the largest of its kind in the world. The construction of the project started in July with an investment of about 1 billion yuan ($151 million). The entire facility is expected to come online by May 2018.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11dec/inshorts_image_1512975881298_226.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-12-11/china-three-gorges-starts-world-s-biggest-floating-solar-project?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"324","science","New 3D-printed plastics connect to WiFi without electronics","In a first, US-based researchers have 3D-printed plastic objects and sensors that can communicate with WiFi-connected devices on their own. The technology named ""printed WiFi"" uses the mechanical motion of springs and switches to reflect radio signals. It can have multiple applications, for example, sensing the detergent quantity left in a bottle based on flow rate and automatically order more.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512792552384_496.jpg?resize=400px:*","http://www.washington.edu/news/2017/12/05/in-first-3-d-printed-objects-connect-to-wifi-without-electronics/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"325","science","Data storage to use 20% of global electricity by 2025: Study","The communications industry could use one-fifth of the world's electricity by 2025, hampering attempts to meet climate change goals as demands for storing digital data increase, a US-based research has estimated. Information and communications technology would create up to 3.5% of global emissions by 2020, surpassing aviation and shipping, and about 14% by 2040, equalling the US, the study noted.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513050317828_690.jpg?resize=400px:*","https://www.theguardian.com/environment/2017/dec/11/tsunami-of-data-could-consume-fifth-global-electricity-by-2025?CMP=twt_gu&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"326","science","NASA shares video of island forming from underwater volcano","NASA has shared a new time-lapse of a Pacific island named ""Hunga Tonga-Hunga Ha'apai"", formed from the ash of an underwater volcanic eruption that lasted from December 2014 to January 2015. Initially expected to stay above sea level for only a few months, new satellite observations have led scientists to estimate it could survive around six to 30 years.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513065214402_382.jpg?resize=400px:*","https://www.youtube.com/watch?time_continue=1&v=sIXyxvSEKFY ","cwmtqtsi-1"
"327","science","Scientists turn diamond into graphite using X-ray laser","An international team of researchers has turned diamond into graphite using an X-ray laser while also following the graphitisation in a time-resolved manner for the first time. Diamond and graphite are different forms of carbon differing in their crystal structure. Scientists found the phase transition from diamond's ordered crystal structure to graphite's amorphous form takes 150 femtoseconds.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512806732057_180.jpg?resize=400px:*","https://phys.org/news/2017-12-scientists-diamond-graphite.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"328","science","'Father of DNA fingerprinting in India' passes away aged 70","DNA scientist and former BHU Vice Chancellor Dr Lalji Singh passed away in Varanasi on Sunday at the age of 70 due to a heart attack. Considered as the 'Father of DNA fingerprinting in India', Singh had worked in various fields, including the molecular basis of sex-determination and human genome analysis. Singh was awarded the Padma Shri in 2004.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11dec/inshorts_image_1512992904024_752.jpg?resize=400px:*","http://www.newindianexpress.com/cities/hyderabad/2017/dec/11/father-of-dna-fingerprinting-in-india-dead-1724045.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"329","science","US TV show promo claims 'Ram Setu' is man-made","The 50-kilometre chain of limestone shoals connecting India's Rameshwaram and Sri Lanka's Mannar Island, known as 'Ram Setu' in Hindu mythology, is man-made, according to a promotional video for Science Channel's 'What On Earth?' show. It claims that sand formations dating back 4,000 years ""may be natural"" but the limestone rocks on top of them aged 7,000 years are not.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513080037738_729.jpg?resize=400px:*","http://www.hindustantimes.com/science/is-ram-setu-man-made-or-myth-tv-show-claims-to-settle-debate/story-iFDzQ0S7TEYlqrYQYma2hL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"330","science","US President Trump tells NASA to send Americans to the Moon","US President Donald Trump directed NASA on Monday to send Americans to the Moon. ""This time we will not only plant our flag and leave our footprint, we will establish a foundation for an eventual mission to Mars and perhaps someday to many worlds beyond,"" Trump said at the White House as he signed US' new space policy directive.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513048605178_841.jpg?resize=400px:*","https://phys.org/news/2017-12-trump-nasa-americans-moon.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"331","science","Marine creatures can shred plastic in 1.75 mn pieces: Study","A single plastic bag could be shredded by marine organisms into around 1.75 million microscopic fragments, according to a UK-based research. Marine scientists examined the rate at which bags were broken down by the amphipod Orchestia gammarellus, found in European coastal areas. The type of plastic (conventional, degradable, and biodegradable) had no effect on the rate of ingestion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512811123854_382.jpg?resize=400px:*","https://www.plymouth.ac.uk/news/marine-organisms-can-shred-a-carrier-bag-into-175-million-pieces-study-shows?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"332","science","Scientists capture Earth's 'hum' on ocean floor for 1st time","Europe-based researchers have successfully quantified Earth's vibrational ""hum"", observable in the absence of earthquakes, using seismometers on the ocean floor for the first time. The low-frequency signals, inaudible to the human ear, have previously been suggested to come from ocean waves and atmospheric turbulences. The findings would help  map the Earth's interior better, said researchers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512815239130_320.jpg?resize=400px:*","https://phys.org/news/2017-12-scientists-capture-earth-ocean-floor.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#nRlv ","cwmtqtsi-1"
"333","science","India to witness Geminid meteor shower on December 13, 14","The annual Geminid meteor shower would be seen during December 13-14 over India as the Earth passes through debris left by asteroid '3200 Phaethon'. The shower is named Gemenid as it appears to originate from the direction of the constellation Gemini. Over 120 meteors are expected to burn in the atmosphere each hour during its peak on December 14 midnight.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513093239090_647.jpg?resize=400px:*","https://www.forbes.com/sites/startswithabang/2017/12/08/the-years-best-meteor-shower-is-here-and-the-geminids-are-better-than-ever/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#26cacb976076 ","cwmtqtsi-1"
"334","science","IIT-Bombay prof working on ₹10,000 cancer-treating nano tech","IIT-Bombay professor Rohit Srivastava is working on a cancer treatment based on gold nanostructures that would cost just ₹10,000. The laser-activated nanoshells could deliver the drug at the cancer site when heated to around 50ºC. Speaking at a Bengaluru meet, Srivastava said the technology would help in healing cancer without surgery or chemotherapy which cost ₹3-5 lakh on average.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512804277779_100.jpg?resize=400px:*","http://www.newindianexpress.com/cities/bengaluru/2017/dec/09/nano-tech-to-treat-cancer-at-rs-10000-in-the-offing-1722633.html?utm_content=bufferb876b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"335","science","Wall sketches found at Isaac Newton's childhood home in UK","A wall drawing thought to have been scratched by physicist Isaac Newton has been discovered at his childhood home in Lincolnshire, UK. In that building, Newton had observed an apple fall from a tree, which inspired the law of universal gravitation, and undertook the experiment of splitting white light using a prism, noted UK's National Trust which owns the building.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513066210205_346.jpg?resize=400px:*","https://www.nationaltrust.org.uk/press-release/isaac-newton-drawings-discovered-on-the-walls-of-his-childhood-home?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"336","science","Astronomers to look for alien tech on 1st interstellar body","Astronomers behind the $100-million Breakthrough Listen project would be looking for signs of alien technology on the first-ever object detected to visit the solar system from outside. Astronomers would be using the Green Bank telescope, the world's largest fully-steerable radio telescope. The cigar-shaped asteroid, named 'Oumuamua, reached over 3 lakh kmph after slingshotting past the Sun.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513065655726_927.jpg?resize=400px:*","https://www.theguardian.com/science/2017/dec/11/astronomers-to-check-interstellar-body-for-signs-of-alien-technology?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"337","science","Saturn's rings block Sun's UV radiation: Study","Data collected by Cassini spacecraft, before NASA deliberately crashed it into Saturn's atmosphere in September 2017, show the planet's rings block ultraviolet radiation (UV) from the Sun. The rings reduce the ionisation in regions covered by the shadow. The variability in Saturn's ionosphere could also be explained by wind variations or magnetic field interactions with the rings, authors said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/12/ih1atxyx-2-1513067438211.jpg?resize=400px:*","https://www.eurekalert.org/pub_releases/2017-12/aaft-src121117.php?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"338","science","1st African-American astronaut honoured on 50th death anniv","Several hundred people gathered at NASA's Kennedy Space Center on Friday to commemorate Air Force Major Robert Lawrence Jr, the first African-American astronaut. Lawrence was part of a classified military space program in the 1960s meant to spy on the Soviet Union. He died before ever flying in space when his fighter jet crashed on December 8, 1967.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512801898530_710.jpg?resize=400px:*","https://phys.org/news/2017-12-black-astronaut-honored-50th-anniversary.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"339","science","45 years since the last manned mission to the moon","NASA's Apollo 17 was the last manned mission to the moon, successfully landing on the lunar surface on December 11, 1972. The 12-day-long mission broke several spaceflight records including longest moon landing, longest moonwalk, and largest lunar sample. Notably, the mission commander Eugene Cernan became the last person to walk on the moon.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11dec/inshorts_image_1512975888479_779.jpg?resize=400px:*","https://www.nasa.gov/mission_pages/apollo/missions/apollo17.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"340","science","Google doodle honours Nobel-winning physician Robert Koch","Today's Google doodle honours German physician Robert Koch, known for pioneering modern bacteriology. Koch identified bacteria behind cholera and anthrax and received the 1905 Nobel Prize in Physiology or Medicine for discovering tuberculosis-causing bacterium. The doodle illustrates potato slices, the medium he used to isolate the bacterium and Petri dish, invented by his colleague, Julius Petri.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/10dec/inshorts_image_1512894878424_279.jpg?resize=400px:*","https://www.forbes.com/sites/kionasmith/2017/12/09/todays-google-doodle-honors-bacteriologist-robert-koch/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#265669995606 ","cwmtqtsi-1"
"341","science","NASA's Kepler probe used Google AI for latest discovery","NASA's planet-hunting Kepler space telescope has made its latest discovery using Google's artificial intelligence (AI), the space agency said. The telescope, which has gazed at over 1,50,000 stars, transmits back data that leads to several discoveries, including first-time observations of planets outside the solar system. Further, NASA is set to reveal the discovery made by Kepler on December 14.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11dec/inshorts_image_1513005143593_347.jpg?resize=400px:*","http://www.hindustantimes.com/tech/nasa-s-kepler-probe-uses-google-ai-for-latest-discovery/story-4MP6okZj1PUWQtfZTB8KpJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"342","science","Insights on cockroaches may help train robots to walk: Study","Germany-based researchers have observed that cockroaches change their manner of walking mid-speed and also do so on a slippery surface, shifting to dynamic stabilisation from static. This minimises the need of the central nervous system to control the motion while attaining high energy efficiency. The finding could help improve movements in robots, said researchers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/10dec/inshorts_image_1512886061738_446.jpg?resize=400px:*","https://www.portal.uni-koeln.de/9015.html?&L=1&tx_news_pi1%5Bnews%5D=4756&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=e472179c5fe9d6414fae520f8004e401&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"343","science","Drug found to lower fatal brain disease protein for 1st time","An international drug trial involving 46 patients has reported the successful use of a drug for lowering protein levels related to the Huntington's disease, an inherited disorder that results in death of brain cells. Researchers claimed it was the first time the mutant huntingtin protein known to cause Huntington's disease has been lowered in the nervous system of patients.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/12/ehur12ab-2-1513225578043.jpg?resize=400px:*","https://www.ucl.ac.uk/news/news-articles/1217/111217-huntingtons-disease-protein?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"344","science","Mars' atmosphere well protected from solar wind: Study","Mars' atmosphere is well protected from the ionising effects of solar wind hitting the planet despite the absence of a global Earth-like magnetic dipole, a Sweden-based study has claimed. Scientists used data from European Space Agency's Mars Express spacecraft that is studying the planet since 2004. Present-day Mars has less than 1% of Earth's atmospheric pressure at its surface.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513067791433_280.jpg?resize=400px:*","https://phys.org/news/2017-12-mars-atmosphere-solar.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"345","science","Fossils of lion species extinct for 18 million years found","Australian scientists have discovered remains of a new species of meat-eating marsupial lion, which became extinct at least 18 million years ago. Researchers estimated the lion was as big as a medium-sized dog,  and weighed over 22 kg. The species is a member of the Thylacoleonidae family, known for their large, blade-like premolars for cutting flesh.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512817596094_929.jpg?resize=400px:*","https://www.theguardian.com/world/2017/dec/06/australian-researchers-identify-new-species-of-marsupial-lion?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"346","science","Chinese team using rocket debris for space-based network","Chinese scientists have turned a rocket's final stage into a communication platform by fitting it with chips. Rockets contribute to space debris as they are discarded in space after launching satellites into orbit. With the development of such a space-based network, problems like slow data speeds and data congestion could be resolved, especially in remote regions, said researchers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512795582891_193.jpg?resize=400px:*","http://www.india.com/news/world/china-turns-space-debris-into-in-orbit-internet-of-things-2728268/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"347","science","Scientists use electric currents to detect cancer","Swiss researchers have demonstrated an imaging technique called scanning electrochemical microscopy which uses electrochemical probes rather than dyes or fluorescent markers to detect biomolecules around the tissue. The technique was able to differentiate healthy human tissue from cancerous tissue and kill cancer cells in tissue samples. It also produced images of haemoglobin in a mouse's heart.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512813577109_229.jpg?resize=400px:*","https://phys.org/news/2017-12-cancer-cells-electric-currents.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"348","science","Scientists make stretchable battery entirely out of fabric","US-based researchers have developed an entirely textile-based, bacteria-powered battery that they hope to integrate into wearable electronics. The batteries could be a more suitable power source than conventional batteries as the bacterial cells can be fuelled by body sweat to provide stable enzymatic reactions with a long lifetime, said the lead researcher.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/8dec/inshorts_image_1512731697821_566.jpg?resize=400px:*","https://www.binghamton.edu/news/story/925/scientists-create-stretchable-battery-made-entirely-out-of-fabric?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"349","science","Study claims to find if babies are left-handed before birth","Italy-based researchers have developed a prenatal screening method that claims to accurately predict if a baby would turn out left-handed or right-handed. Using 4D ultrasonography on 29 mothers to map foetuses in real time, researchers found a well-established hand dominance around week 18, while the predictive power of the ultrasounds ranged between 89% and 100%.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/inshorts_image_1513066607735_682.jpg?resize=400px:*","https://www.nature.com/articles/s41598-017-16827-y?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","cwmtqtsi-1"
"350","science","Physicists confirm new form of matter excitonium","US and Netherlands-based researchers have proven the existence of a new form of matter excitonium, almost 50 years after it was theorised. Excitonium is a condensate made of excitons, particles formed in a quantum mechanical pairing of an escaped electron and the hole it left behind. The hole behaves like a positive charge and attracts negatively-charged electrons to form excitons.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9dec/inshorts_image_1512789879101_723.jpg?resize=400px:*","https://phys.org/news/2017-12-physicists-discovery-excitonium.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"351","science","Last manned Moon mission was launched 45 yrs ago on this day","Launched on December 7, 1972, Apollo 17 still remains the last manned Moon mission. With the mission, late astronaut Eugene Cernan had become the last person to walk on the Moon, while Harrison Schmitt is the most recent living person to achieve the feat. After spending three days on lunar surface, the crew returned to Earth on December 19, 1972.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/7/pyuxrvt0-2-1512646144389.jpg?resize=400px:*","https://www.nasa.gov/mission_pages/apollo/missions/apollo17.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"352","science","Scientists find 'oldest eye fossil' aged half billion years","The study of a 530-million-year-old fossil found in Estonia has revealed the oldest fossilised eye ever discovered, Europe-based researchers suggested. They found the extinct creature had a primitive form of compound eye, comprising arrays of tiny visual cells like in present-day bees. However, the eye did not have a lens, likely because the trilobite species lacked features for its formation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/8dec/inshorts_image_1512712731561_870.jpg?resize=400px:*","https://phys.org/news/2017-12-million-year-old-fossil-world-oldest-eye.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"353","science","Moon-sized bodies brought gold to Earth: NASA-funded study","A NASA-funded study has found that precious metals like gold and platinum were delivered to Earth by collisions with Moon-sized planetary bodies. The simulations showed the planetesimals penetrating into the Earth's core with some particles going back into space. Scientists estimated, the collisions, which occurred before 3.8 billion years ago, contributed around 1-2.5% of Earth's present mass.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512632411740_264.jpg?resize=400px:*","https://www.nasa.gov/feature/ames/nasa-funded-simulations-show-how-massive-collisions-delivered-metal-to-early-earth?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"354","science","Scientists unveil duck dinosaur that could run, fly, swim","The study of a 75-million-year-old fossil smuggled from Mongolia has revealed a new bird-like dinosaur species that had a swan-like neck, claws, and a duck-billed snout. Nicknamed ""Halszka"", the fossil had features mostly absent among dinosaurs, but common to reptiles and birds living around water. 3D synchrotron analysis enabled studying the fossil even though it was partially embedded in rock.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512629247451_470.jpg?resize=400px:*","https://phys.org/news/2017-12-synchrotron-amphibious-lifestyle-raptorial-dinosaur.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"355","science","UK scientists turn beer into fuel","Chemists at the UK-based University of Bristol have made fuel using beer as a key ingredient. Using catalysts, the team used beer as a ""real"" ethanol fermentation broth to convert it into butanol as a replacement for petrol. The scientists, however, said they don't actually want to use beer on an industrial scale for making sustainable fuel. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512647822801_922.jpg?resize=400px:*","http://www.bris.ac.uk/news/2017/december/beer-into-fuel.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"356","science","World's smallest 'Mona Lisa' created using DNA origami","Caltech scientists have made the world's smallest recreation of Leonardo da Vinci's Mona Lisa, the size of bacterium, out of DNA. The technique, dubbed DNA origami, enabled scientists to fold DNA into desired self-assembling structures using 64 tiles, which were 100 nanometers wide. The team also created a life-sized portrait of a bacterium and a bacterium-sized portrait of a rooster.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/7/u4apdiki-1-1512627023947.jpg?resize=400px:*","http://www.caltech.edu/news/worlds-smallest-mona-lisa-80563?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"357","science","7-year-old boy 1st to see after losing visual part of brain","In a first, Australia-based doctors have reported a case where a seven-year-old boy has retained his vision despite losing the visual processing centre of his brain when aged just two weeks. MRI tests revealed his brain rerouted itself to make up for sight, leading researchers to believe that brains in newborns can recover and adapt much better than mature ones.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/8dec/inshorts_image_1512735968482_928.jpg?resize=400px:*","http://www.dailymail.co.uk/health/article-5152669/Boy-7-lost-visual-brain-see.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"358","science","Zuckerberg-backed foundation awards $22-mn to scientists","The Breakthrough Prize backed by Facebook CEO Mark Zuckerberg, Google co-founder Sergey Brin, and Russian billionaire Yuri Milner among others has awarded $22 million to scientists in the field of Life Sciences, Fundamental Physics, and Mathematics. Organised annually since 2012, a total of seven $3-million prizes were awarded to 34 scientists this year with $1 million going to junior researchers.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6dec/inshorts_image_1512552095107_258.jpg?resize=400px:*","https://breakthroughprize.org/News/41?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
"359","science","Astronomers detect the most distant black hole ever observed","Astronomers using Chile-based telescopes have detected the most distant supermassive black hole ever observed, whose light took about 13 billion years to reach Earth, nearly equal to the Universe's age. Scientists are trying to understand how the black hole, 800 million times massive than the Sun, formed so early in the Universe's history following the Big Bang.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512632110251_302.jpg?resize=400px:*","http://news.mit.edu/2017/scientists-observe-supermassive-black-hole-infant-universe-1206?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","dkoongqj-2"
